Store,Date,Product_Category,Category_Sales
1,2010-06-29,Toys,8798
1,2010-06-29,Health,5999
1,2010-06-29,Books,2570
1,2010-06-29,Sports,4405
1,2010-07-06,Electronics,6527
1,2010-07-06,Clothing,6848
1,2010-07-06,Grocery,7817
1,2010-07-06,Furniture,2627
1,2010-07-06,Toys,7143
1,2010-07-06,Health,9396
1,2010-07-06,Books,7558
1,2010-07-06,Sports,6272
1,2010-07-13,Electronics,8881
1,2010-07-13,Clothing,9983
1,2010-07-13,Grocery,4747
1,2010-07-13,Furniture,2607
1,2010-07-13,Toys,6074
1,2010-07-13,Health,8153
1,2010-07-13,Books,7733
1,2010-07-13,Sports,1066
1,2010-07-20,Electronics,9000
1,2010-07-20,Clothing,8645
1,2010-07-20,Grocery,5158
1,2010-07-20,Furniture,1402
1,2010-07-20,Toys,8925
1,2010-07-20,Health,5166
1,2010-07-20,Books,3925
1,2010-07-20,Sports,3993
1,2010-07-27,Electronics,1771
1,2010-07-27,Clothing,8371
1,2010-07-27,Grocery,6713
1,2010-07-27,Furniture,9167
1,2010-07-27,Toys,2556
1,2010-07-27,Health,2151
1,2010-07-27,Books,6314
1,2010-07-27,Sports,2217
1,2010-08-03,Electronics,4944
1,2010-08-03,Clothing,9039
1,2010-08-03,Grocery,3042
1,2010-08-03,Furniture,7303
1,2010-08-03,Toys,9897
1,2010-08-03,Health,3669
1,2010-08-03,Books,3113
1,2010-08-03,Sports,3977
1,2010-08-10,Electronics,5378
1,2010-08-10,Clothing,8227
1,2010-08-10,Grocery,7261
1,2010-08-10,Furniture,1422
1,2010-08-10,Toys,9722
1,2010-08-10,Health,1090
1,2010-08-10,Books,4372
1,2010-08-10,Sports,7036
1,2010-08-17,Electronics,2942
1,2010-08-17,Clothing,4805
1,2010-08-17,Grocery,1097
1,2010-08-17,Furniture,2479
1,2010-08-17,Toys,5626
1,2010-08-17,Health,6147
1,2010-08-17,Books,4647
1,2010-08-17,Sports,6443
1,2010-08-24,Electronics,1079
1,2010-08-24,Clothing,6577
1,2010-08-24,Grocery,3223
1,2010-08-24,Furniture,3569
1,2010-08-24,Toys,5518
1,2010-08-24,Health,2123
1,2010-08-24,Books,3623
1,2010-08-24,Sports,2403
1,2010-08-31,Electronics,3578
1,2010-08-31,Clothing,1331
1,2010-08-31,Grocery,8485
1,2010-08-31,Furniture,1739
1,2010-08-31,Toys,9233
1,2010-08-31,Health,5980
1,2010-08-31,Books,4878
1,2010-08-31,Sports,2949
1,2010-09-07,Electronics,4460
1,2010-09-07,Clothing,3128
1,2010-09-07,Grocery,5497
1,2010-09-07,Furniture,3154
1,2010-09-07,Toys,6230
1,2010-09-07,Health,8444
1,2010-09-07,Books,2237
1,2010-09-07,Sports,9697
1,2010-09-14,Electronics,6240
1,2010-09-14,Clothing,5815
1,2010-09-14,Grocery,1256
1,2010-09-14,Furniture,2720
1,2010-09-14,Toys,8347
1,2010-09-14,Health,8076
1,2010-09-14,Books,2071
1,2010-09-14,Sports,2622
1,2010-09-21,Electronics,3066
1,2010-09-21,Clothing,9642
1,2010-09-21,Grocery,1897
1,2010-09-21,Furniture,6175
1,2010-09-21,Toys,9273
1,2010-09-21,Health,9928
1,2010-09-21,Books,5174
1,2010-09-21,Sports,6781
1,2010-09-28,Electronics,4944
1,2010-09-28,Clothing,7426
1,2010-09-28,Grocery,6435
1,2010-09-28,Furniture,3935
1,2010-09-28,Toys,6833
1,2010-09-28,Health,9088
1,2010-09-28,Books,1461
1,2010-09-28,Sports,1116
1,2010-10-05,Electronics,6785
1,2010-10-05,Clothing,7507
1,2010-10-05,Grocery,6830
1,2010-10-05,Furniture,5561
1,2010-10-05,Toys,9127
1,2010-10-05,Health,1659
1,2010-10-05,Books,3122
1,2010-10-05,Sports,2586
1,2010-10-12,Electronics,5682
1,2010-10-12,Clothing,7799
1,2010-10-12,Grocery,9826
1,2010-10-12,Furniture,7987
1,2010-10-12,Toys,8975
1,2010-10-12,Health,3882
1,2010-10-12,Books,6249
1,2010-10-12,Sports,3811
1,2010-10-19,Electronics,6527
1,2010-10-19,Clothing,2884
1,2010-10-19,Grocery,9813
1,2010-10-19,Furniture,6073
1,2010-10-19,Toys,6416
1,2010-10-19,Health,6800
1,2010-10-19,Books,7895
1,2010-10-19,Sports,7315
1,2010-10-26,Electronics,5930
1,2010-10-26,Clothing,3365
1,2010-10-26,Grocery,1854
1,2010-10-26,Furniture,3728
1,2010-10-26,Toys,1915
1,2010-10-26,Health,8173
1,2010-10-26,Books,5938
1,2010-10-26,Sports,1131
1,2010-11-02,Electronics,4593
1,2010-11-02,Clothing,1293
1,2010-11-02,Grocery,4685
1,2010-11-02,Furniture,9016
1,2010-11-02,Toys,8762
1,2010-11-02,Health,7846
1,2010-11-02,Books,8584
1,2010-11-02,Sports,8310
1,2010-11-09,Electronics,6356
1,2010-11-09,Clothing,1286
1,2010-11-09,Grocery,9641
1,2010-11-09,Furniture,7586
1,2010-11-09,Toys,6303
1,2010-11-09,Health,4116
1,2010-11-09,Books,6874
1,2010-11-09,Sports,7970
1,2010-11-16,Electronics,9148
1,2010-11-16,Clothing,9444
1,2010-11-16,Grocery,2235
1,2010-11-16,Furniture,1999
1,2010-11-16,Toys,4760
1,2010-11-16,Health,5116
1,2010-11-16,Books,5411
1,2010-11-16,Sports,6557
1,2010-11-23,Electronics,6352
1,2010-11-23,Clothing,4683
1,2010-11-23,Grocery,3261
1,2010-11-23,Furniture,2853
1,2010-11-23,Toys,9791
1,2010-11-23,Health,7895
1,2010-11-23,Books,3990
1,2010-11-23,Sports,1862
1,2010-11-30,Electronics,5527
1,2010-11-30,Clothing,2219
1,2010-11-30,Grocery,4795
1,2010-11-30,Furniture,1527
1,2010-11-30,Toys,8369
1,2010-11-30,Health,3922
1,2010-11-30,Books,6849
1,2010-11-30,Sports,2162
1,2010-12-07,Electronics,1846
1,2010-12-07,Clothing,7959
1,2010-12-07,Grocery,4086
1,2010-12-07,Furniture,4283
1,2010-12-07,Toys,4323
1,2010-12-07,Health,1445
1,2010-12-07,Books,2025
1,2010-12-07,Sports,2359
1,2010-12-14,Electronics,9210
1,2010-12-14,Clothing,7113
1,2010-12-14,Grocery,9752
1,2010-12-14,Furniture,1471
1,2010-12-14,Toys,1027
1,2010-12-14,Health,9751
1,2010-12-14,Books,4236
1,2010-12-14,Sports,4948
1,2010-12-21,Electronics,7172
1,2010-12-21,Clothing,2979
1,2010-12-21,Grocery,5921
1,2010-12-21,Furniture,3326
1,2010-12-21,Toys,3330
1,2010-12-21,Health,8646
1,2010-12-21,Books,2002
1,2010-12-21,Sports,7448
1,2010-12-28,Electronics,7837
1,2010-12-28,Clothing,7467
1,2010-12-28,Grocery,8354
1,2010-12-28,Furniture,3529
1,2010-12-28,Toys,2430
1,2010-12-28,Health,4912
1,2010-12-28,Books,2532
1,2010-12-28,Sports,2892
1,2011-01-04,Electronics,2421
1,2011-01-04,Clothing,9582
1,2011-01-04,Grocery,6768
1,2011-01-04,Furniture,3818
1,2011-01-04,Toys,6617
1,2011-01-04,Health,2195
1,2011-01-04,Books,7229
1,2011-01-04,Sports,6305
1,2011-01-11,Electronics,9077
1,2011-01-11,Clothing,1842
1,2011-01-11,Grocery,6200
1,2011-01-11,Furniture,6921
1,2011-01-11,Toys,1294
1,2011-01-11,Health,7097
1,2011-01-11,Books,7412
1,2011-01-11,Sports,9836
1,2011-01-18,Electronics,7678
1,2011-01-18,Clothing,6020
1,2011-01-18,Grocery,6743
1,2011-01-18,Furniture,1110
1,2011-01-18,Toys,9775
1,2011-01-18,Health,5864
1,2011-01-18,Books,2648
1,2011-01-18,Sports,7381
1,2011-01-25,Electronics,3381
1,2011-01-25,Clothing,1105
1,2011-01-25,Grocery,6818
1,2011-01-25,Furniture,1381
1,2011-01-25,Toys,5356
1,2011-01-25,Health,6918
1,2011-01-25,Books,2316
1,2011-01-25,Sports,6454
1,2011-02-01,Electronics,5074
1,2011-02-01,Clothing,5804
1,2011-02-01,Grocery,1906
1,2011-02-01,Furniture,8621
1,2011-02-01,Toys,1662
1,2011-02-01,Health,7718
1,2011-02-01,Books,9654
1,2011-02-01,Sports,1942
1,2011-02-08,Electronics,9349
1,2011-02-08,Clothing,7415
1,2011-02-08,Grocery,4309
1,2011-02-08,Furniture,2326
1,2011-02-08,Toys,3106
1,2011-02-08,Health,5799
1,2011-02-08,Books,9839
1,2011-02-08,Sports,3938
1,2011-02-15,Electronics,3483
1,2011-02-15,Clothing,2375
1,2011-02-15,Grocery,8856
1,2011-02-15,Furniture,1244
1,2011-02-15,Toys,3348
1,2011-02-15,Health,1479
1,2011-02-15,Books,2935
1,2011-02-15,Sports,6757
1,2011-02-22,Electronics,1087
1,2011-02-22,Clothing,9764
1,2011-02-22,Grocery,1178
1,2011-02-22,Furniture,1162
1,2011-02-22,Toys,3640
1,2011-02-22,Health,3348
1,2011-02-22,Books,3421
1,2011-02-22,Sports,5298
1,2011-03-01,Electronics,5142
1,2011-03-01,Clothing,5503
1,2011-03-01,Grocery,2217
1,2011-03-01,Furniture,3474
1,2011-03-01,Toys,1929
1,2011-03-01,Health,8958
1,2011-03-01,Books,9508
1,2011-03-01,Sports,2502
1,2011-03-08,Electronics,1420
1,2011-03-08,Clothing,6830
1,2011-03-08,Grocery,5358
1,2011-03-08,Furniture,2449
1,2011-03-08,Toys,6811
1,2011-03-08,Health,9619
1,2011-03-08,Books,8871
1,2011-03-08,Sports,9588
1,2011-03-15,Electronics,9987
1,2011-03-15,Clothing,1106
1,2011-03-15,Grocery,5049
1,2011-03-15,Furniture,9289
1,2011-03-15,Toys,2903
1,2011-03-15,Health,8649
1,2011-03-15,Books,4570
1,2011-03-15,Sports,6376
1,2011-03-22,Electronics,1042
1,2011-03-22,Clothing,7385
1,2011-03-22,Grocery,2577
1,2011-03-22,Furniture,7065
1,2011-03-22,Toys,6885
1,2011-03-22,Health,9576
1,2011-03-22,Books,4577
1,2011-03-22,Sports,4238
1,2011-03-29,Electronics,6244
1,2011-03-29,Clothing,3134
1,2011-03-29,Grocery,4892
1,2011-03-29,Furniture,5321
1,2011-03-29,Toys,6776
1,2011-03-29,Health,6828
1,2011-03-29,Books,4815
1,2011-03-29,Sports,1295
1,2011-04-05,Electronics,1413
1,2011-04-05,Clothing,6956
1,2011-04-05,Grocery,7278
1,2011-04-05,Furniture,7668
1,2011-04-05,Toys,9195
1,2011-04-05,Health,1177
1,2011-04-05,Books,9937
1,2011-04-05,Sports,5354
1,2011-04-12,Electronics,9843
1,2011-04-12,Clothing,6914
1,2011-04-12,Grocery,6482
1,2011-04-12,Furniture,4271
1,2011-04-12,Toys,7687
1,2011-04-12,Health,6392
1,2011-04-12,Books,1289
1,2011-04-12,Sports,9994
1,2011-04-19,Electronics,9425
1,2011-04-19,Clothing,1407
1,2011-04-19,Grocery,1693
1,2011-04-19,Furniture,2169
1,2011-04-19,Toys,9623
1,2011-04-19,Health,8782
1,2011-04-19,Books,4044
1,2011-04-19,Sports,6530
1,2011-04-26,Electronics,5992
1,2011-04-26,Clothing,4924
1,2011-04-26,Grocery,7970
1,2011-04-26,Furniture,4312
1,2011-04-26,Toys,5318
1,2011-04-26,Health,2688
1,2011-04-26,Books,1467
1,2011-04-26,Sports,3422
1,2011-05-03,Electronics,8279
1,2011-05-03,Clothing,5507
1,2011-05-03,Grocery,5721
1,2011-05-03,Furniture,6371
1,2011-05-03,Toys,8541
1,2011-05-03,Health,2486
1,2011-05-03,Books,4749
1,2011-05-03,Sports,9059
1,2011-05-10,Electronics,3503
1,2011-05-10,Clothing,8855
1,2011-05-10,Grocery,8055
1,2011-05-10,Furniture,1399
1,2011-05-10,Toys,5382
1,2011-05-10,Health,2539
1,2011-05-10,Books,9428
1,2011-05-10,Sports,8185
1,2011-05-17,Electronics,5910
1,2011-05-17,Clothing,5509
1,2011-05-17,Grocery,7051
1,2011-05-17,Furniture,7152
1,2011-05-17,Toys,9611
1,2011-05-17,Health,5124
1,2011-05-17,Books,3395
1,2011-05-17,Sports,9852
1,2011-05-24,Electronics,4950
1,2011-05-24,Clothing,1449
1,2011-05-24,Grocery,1379
1,2011-05-24,Furniture,8285
1,2011-05-24,Toys,3301
1,2011-05-24,Health,8710
1,2011-05-24,Books,6792
1,2011-05-24,Sports,9918
1,2011-05-31,Electronics,8216
1,2011-05-31,Clothing,5905
1,2011-05-31,Grocery,6999
1,2011-05-31,Furniture,9607
1,2011-05-31,Toys,8122
1,2011-05-31,Health,1599
1,2011-05-31,Books,8288
1,2011-05-31,Sports,8921
1,2011-06-07,Electronics,2567
1,2011-06-07,Clothing,2094
1,2011-06-07,Grocery,7191
1,2011-06-07,Furniture,2458
1,2011-06-07,Toys,9046
1,2011-06-07,Health,5934
1,2011-06-07,Books,2354
1,2011-06-07,Sports,7473
1,2011-06-14,Electronics,9404
1,2011-06-14,Clothing,4894
1,2011-06-14,Grocery,9032
1,2011-06-14,Furniture,3963
1,2011-06-14,Toys,4042
1,2011-06-14,Health,7973
1,2011-06-14,Books,8139
1,2011-06-14,Sports,7930
1,2011-06-21,Electronics,2732
1,2011-06-21,Clothing,8870
1,2011-06-21,Grocery,6340
1,2011-06-21,Furniture,6111
1,2011-06-21,Toys,4081
1,2011-06-21,Health,8802
1,2011-06-21,Books,8527
1,2011-06-21,Sports,5868
1,2011-06-28,Electronics,2529
1,2011-06-28,Clothing,2081
1,2011-06-28,Grocery,8994
1,2011-06-28,Furniture,4531
1,2011-06-28,Toys,1716
1,2011-06-28,Health,7229
1,2011-06-28,Books,1204
1,2011-06-28,Sports,7784
1,2011-07-05,Electronics,5094
1,2011-07-05,Clothing,6482
1,2011-07-05,Grocery,6740
1,2011-07-05,Furniture,8219
1,2011-07-05,Toys,7154
1,2011-07-05,Health,5842
1,2011-07-05,Books,9103
1,2011-07-05,Sports,3018
1,2011-07-12,Electronics,6051
1,2011-07-12,Clothing,9709
1,2011-07-12,Grocery,8835
1,2011-07-12,Furniture,2438
1,2011-07-12,Toys,5086
1,2011-07-12,Health,6127
1,2011-07-12,Books,3052
1,2011-07-12,Sports,8529
1,2011-07-19,Electronics,8147
1,2011-07-19,Clothing,5368
1,2011-07-19,Grocery,5517
1,2011-07-19,Furniture,3312
1,2011-07-19,Toys,6577
1,2011-07-19,Health,9973
1,2011-07-19,Books,2244
1,2011-07-19,Sports,3416
1,2011-07-26,Electronics,7490
1,2011-07-26,Clothing,7168
1,2011-07-26,Grocery,6839
1,2011-07-26,Furniture,9608
1,2011-07-26,Toys,9406
1,2011-07-26,Health,8097
1,2011-07-26,Books,6009
1,2011-07-26,Sports,2582
1,2011-08-02,Electronics,9924
1,2011-08-02,Clothing,8876
1,2011-08-02,Grocery,3427
1,2011-08-02,Furniture,6721
1,2011-08-02,Toys,9423
1,2011-08-02,Health,5930
1,2011-08-02,Books,5353
1,2011-08-02,Sports,8832
1,2011-08-09,Electronics,6375
1,2011-08-09,Clothing,1402
1,2011-08-09,Grocery,7567
1,2011-08-09,Furniture,5865
1,2011-08-09,Toys,9146
1,2011-08-09,Health,1064
1,2011-08-09,Books,3237
1,2011-08-09,Sports,8770
1,2011-08-16,Electronics,1172
1,2011-08-16,Clothing,8935
1,2011-08-16,Grocery,3675
1,2011-08-16,Furniture,5005
1,2011-08-16,Toys,7544
1,2011-08-16,Health,9829
1,2011-08-16,Books,1948
1,2011-08-16,Sports,2694
1,2011-08-23,Electronics,5757
1,2011-08-23,Clothing,7282
1,2011-08-23,Grocery,1142
1,2011-08-23,Furniture,7001
1,2011-08-23,Toys,7652
1,2011-08-23,Health,5581
1,2011-08-23,Books,6087
1,2011-08-23,Sports,2460
1,2011-08-30,Electronics,4887
1,2011-08-30,Clothing,9484
1,2011-08-30,Grocery,1837
1,2011-08-30,Furniture,6846
1,2011-08-30,Toys,9463
1,2011-08-30,Health,3369
1,2011-08-30,Books,9997
1,2011-08-30,Sports,4174
1,2011-09-06,Electronics,6985
1,2011-09-06,Clothing,1882
1,2011-09-06,Grocery,4171
1,2011-09-06,Furniture,3040
1,2011-09-06,Toys,7732
1,2011-09-06,Health,7372
1,2011-09-06,Books,6985
1,2011-09-06,Sports,8562
1,2011-09-13,Electronics,6900
1,2011-09-13,Clothing,8965
1,2011-09-13,Grocery,6316
1,2011-09-13,Furniture,9465
1,2011-09-13,Toys,1589
1,2011-09-13,Health,9774
1,2011-09-13,Books,6063
1,2011-09-13,Sports,4633
1,2011-09-20,Electronics,2990
1,2011-09-20,Clothing,7515
1,2011-09-20,Grocery,2258
1,2011-09-20,Furniture,3866
1,2011-09-20,Toys,4738
1,2011-09-20,Health,1571
1,2011-09-20,Books,9736
1,2011-09-20,Sports,5222
1,2011-09-27,Electronics,1637
1,2011-09-27,Clothing,9232
1,2011-09-27,Grocery,5882
1,2011-09-27,Furniture,5392
1,2011-09-27,Toys,4672
1,2011-09-27,Health,8257
1,2011-09-27,Books,5711
1,2011-09-27,Sports,6643
1,2011-10-04,Electronics,1159
1,2011-10-04,Clothing,6938
1,2011-10-04,Grocery,1580
1,2011-10-04,Furniture,9411
1,2011-10-04,Toys,8586
1,2011-10-04,Health,5474
1,2011-10-04,Books,8073
1,2011-10-04,Sports,6059
1,2011-10-11,Electronics,5328
1,2011-10-11,Clothing,2394
1,2011-10-11,Grocery,1921
1,2011-10-11,Furniture,3773
1,2011-10-11,Toys,5462
1,2011-10-11,Health,5576
1,2011-10-11,Books,4434
1,2011-10-11,Sports,7733
1,2011-10-18,Electronics,2865
1,2011-10-18,Clothing,1724
1,2011-10-18,Grocery,1711
1,2011-10-18,Furniture,8710
1,2011-10-18,Toys,6080
1,2011-10-18,Health,1390
1,2011-10-18,Books,5487
1,2011-10-18,Sports,9116
1,2011-10-25,Electronics,7747
1,2011-10-25,Clothing,7066
1,2011-10-25,Grocery,5494
1,2011-10-25,Furniture,4572
1,2011-10-25,Toys,8769
1,2011-10-25,Health,3311
1,2011-10-25,Books,7773
1,2011-10-25,Sports,7905
1,2011-11-01,Electronics,4642
1,2011-11-01,Clothing,7338
1,2011-11-01,Grocery,3609
1,2011-11-01,Furniture,7240
1,2011-11-01,Toys,8806
1,2011-11-01,Health,1757
1,2011-11-01,Books,6086
1,2011-11-01,Sports,7220
1,2011-11-08,Electronics,6602
1,2011-11-08,Clothing,7121
1,2011-11-08,Grocery,9956
1,2011-11-08,Furniture,3725
1,2011-11-08,Toys,4368
1,2011-11-08,Health,4497
1,2011-11-08,Books,9174
1,2011-11-08,Sports,6642
1,2011-11-15,Electronics,9774
1,2011-11-15,Clothing,5766
1,2011-11-15,Grocery,5633
1,2011-11-15,Furniture,2821
1,2011-11-15,Toys,2185
1,2011-11-15,Health,2637
1,2011-11-15,Books,8236
1,2011-11-15,Sports,9380
1,2011-11-22,Electronics,2746
1,2011-11-22,Clothing,6797
1,2011-11-22,Grocery,9089
1,2011-11-22,Furniture,3620
1,2011-11-22,Toys,8597
1,2011-11-22,Health,9002
1,2011-11-22,Books,7107
1,2011-11-22,Sports,3793
1,2011-11-29,Electronics,3500
1,2011-11-29,Clothing,9361
1,2011-11-29,Grocery,5925
1,2011-11-29,Furniture,2080
1,2011-11-29,Toys,5864
1,2011-11-29,Health,5453
1,2011-11-29,Books,3248
1,2011-11-29,Sports,2325
1,2011-12-06,Electronics,4873
1,2011-12-06,Clothing,2688
1,2011-12-06,Grocery,3985
1,2011-12-06,Furniture,3076
1,2011-12-06,Toys,2461
1,2011-12-06,Health,1072
1,2011-12-06,Books,7030
1,2011-12-06,Sports,5611
1,2011-12-13,Electronics,3796
1,2011-12-13,Clothing,8717
1,2011-12-13,Grocery,5516
1,2011-12-13,Furniture,3493
1,2011-12-13,Toys,5231
1,2011-12-13,Health,4576
1,2011-12-13,Books,9100
1,2011-12-13,Sports,6728
1,2011-12-20,Electronics,1032
1,2011-12-20,Clothing,5373
1,2011-12-20,Grocery,4598
1,2011-12-20,Furniture,3392
1,2011-12-20,Toys,7705
1,2011-12-20,Health,7790
1,2011-12-20,Books,3677
1,2011-12-20,Sports,2401
1,2011-12-27,Electronics,1817
1,2011-12-27,Clothing,7203
1,2011-12-27,Grocery,5562
1,2011-12-27,Furniture,5723
1,2011-12-27,Toys,3438
1,2011-12-27,Health,7828
1,2011-12-27,Books,2210
1,2011-12-27,Sports,7641
1,2012-01-03,Electronics,1599
1,2012-01-03,Clothing,6480
1,2012-01-03,Grocery,2846
1,2012-01-03,Furniture,7592
1,2012-01-03,Toys,8861
1,2012-01-03,Health,2887
1,2012-01-03,Books,1679
1,2012-01-03,Sports,4252
1,2012-01-10,Electronics,2835
1,2012-01-10,Clothing,3177
1,2012-01-10,Grocery,9142
1,2012-01-10,Furniture,1148
1,2012-01-10,Toys,2495
1,2012-01-10,Health,2744
1,2012-01-10,Books,2646
1,2012-01-10,Sports,3995
1,2012-01-17,Electronics,7643
1,2012-01-17,Clothing,8378
1,2012-01-17,Grocery,9849
1,2012-01-17,Furniture,4667
1,2012-01-17,Toys,1576
1,2012-01-17,Health,5779
1,2012-01-17,Books,9187
1,2012-01-17,Sports,3972
1,2012-01-24,Electronics,8756
1,2012-01-24,Clothing,4948
1,2012-01-24,Grocery,7544
1,2012-01-24,Furniture,3045
1,2012-01-24,Toys,2627
1,2012-01-24,Health,2488
1,2012-01-24,Books,4563
1,2012-01-24,Sports,2802
1,2012-01-31,Electronics,4591
1,2012-01-31,Clothing,4520
1,2012-01-31,Grocery,6896
1,2012-01-31,Furniture,8643
1,2012-01-31,Toys,8041
1,2012-01-31,Health,4311
1,2012-01-31,Books,3305
1,2012-01-31,Sports,8875
1,2012-02-07,Electronics,2967
1,2012-02-07,Clothing,9009
1,2012-02-07,Grocery,6462
1,2012-02-07,Furniture,7897
1,2012-02-07,Toys,4458
1,2012-02-07,Health,9585
1,2012-02-07,Books,5778
1,2012-02-07,Sports,4730
1,2012-02-14,Electronics,5365
1,2012-02-14,Clothing,8547
1,2012-02-14,Grocery,1027
1,2012-02-14,Furniture,4491
1,2012-02-14,Toys,7423
1,2012-02-14,Health,6301
1,2012-02-14,Books,7160
1,2012-02-14,Sports,2173
1,2012-02-21,Electronics,1338
1,2012-02-21,Clothing,1841
1,2012-02-21,Grocery,1293
